X,Y,OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI
2535783.570999989751726,2568369.43179689347744,45218,,,6075,GVH (WYNDHAM) / VAUGHAN,INT,,,,,,,,OPERATIONAL,,,,
2479810.476700008846819,2421180.044696712866426,45219,,,2589,HUME DRIVE/COPPERFIELD,INT,,,,,,,,OPERATIONAL,,,,
2489855.40130000282079,2406243.982896706089377,45220,,,3759,NORTH NR HALL,FLASH PX,,,,,,,,OPERATIONAL,,,,
2530566.352499986067414,2385611.747196693904698,45221,,,1153,WHEELER NR WILSON,FLASH PX,,,,,,,,OPERATIONAL,,,,
2521105.166699989233166,2389595.055696695111692,45222,,,1155,HAWTHORN NR AUTUMN,FLASH PX,,,,,,,,OPERATIONAL,,,,
2519100.537299991585314,2407606.499896705150604,45223,,,1102,CANTERBURY/EASTLINK,INT,,,,,,,,OPERATIONAL,RAMP SGN,,,
2518578.216299994848669,2404408.414096700958908,45224,,,1103,BURWOOD HWY/EASTLINK,INT,,,,,,,,OPERATIONAL,RAMP SGN,,,
2519039.665099992882,2406075.992896701209247,45225,,,1104,BORONIA/EASTLINK,INT,,,,,,,,OPERATIONAL,RAMP SGN,,,
2525291.964299988467246,2407621.843696704134345,45226,,,1123,DORSET/CLIPSAL,INT,,,,,,,,OPERATIONAL,,,,
2518854.056099995505065,2399709.224496700800955,45227,,,1107,FERNTREE GULLY/EASTLINK,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN",,,
2517353.846299992408603,2392566.935296695679426,45228,,,1181,HEATHERTON/LINK,INT,,,,,,,,OPERATIONAL,,,,
2446921.812700025737286,2369829.412096685729921,45229,,,5218,BELLARINE HWY NR NELSON,POS,,,,,,,,OPERATIONAL,,,,
2442808.147100023459643,2368641.737496685236692,45230,,,5219,CORIO-WAURN PONDS(SETTLEMENT) NR FRANCIS,POS,,,,,,,,OPERATIONAL,,,,
2485546.860500005073845,2412430.764696708880365,45231,,,2635,MONASH NR WHITTY,POS,,,,,,,,OPERATIONAL,,,,
2523449.143199993763119,2412300.777996710501611,45232,,,886,MAROONDAH NR RYLAND,POS,,,,,,,,OPERATIONAL,WCHAIR,,,
2482035.619400008115917,2422219.904396710917354,45233,,,2636,MELTON HWY/VERONA,INT,,,,,,,,OPERATIONAL,,,,
2481162.17690000589937,2422457.489996710792184,45234,,,2637,MELTON HWY/PARMELIA,INT,,,,,,,,OPERATIONAL,,,,
2480708.53710000962019,2422581.647996712476015,45235,,,2638,MELTON HWY/KINGS,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,
2480446.3760000099428,2422651.293296711519361,45236,,,2639,MELTON HWY/SHOPPING CENTRE ENT 2,INT,,,,,,,,OPERATIONAL,,,,
2480118.784700008109212,2422754.403396714478731,45237,,,2640,MELTON HWY/MCCUBBIN,INT,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK",,,
2473029.512700009159744,2570772.944396894425154,45238,,,6315,NORTHERN HWY BTN FRASER/GILLIES,FLASH PX,,,,,,,,OPERATIONAL,,,,
2495293.68730000173673,2406669.227296704426408,45239,,,4729,PICKLES/LIARDET/RICHARDSON,INT,,,,,,,,OPERATIONAL,,,,
2490880.152400004211813,2404698.305796701461077,45240,,,3525,FERGUSON BTW LYONS/BATH,FLASH PX,,,,,,,,OPERATIONAL,Bluetooth,,,
2497858.416100004222244,2409169.059096700511873,45241,,,4528,BATMAN/MELB PARK NTH ACCESS,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2497920.836800004355609,2409179.396596709266305,45242,,,4529,MELBOURNE PARK NTH ACCESS/FED SQ ACCESS,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2440795.732500025536865,2369775.641996687278152,45243,,,5114,BARRABOOL/BELLE VUE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2546810.389099983498454,2413277.595996710471809,45244,,,572,WARBURTON/HEALESVILLE-KOO WEE RUP,INT,,,,,,,,OPERATIONAL,"DIDO,PTS_SIGN,RADOUT",,,
2528264.131599989254028,2385848.506696693599224,45245,,,530,MONASH/PHE,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN",,,
2444459.662200018297881,2371799.870896687731147,45246,,,5027,MYERS/SWANSTON,INT,,,,,,,,OPERATIONAL,TELECOM,,,
2515855.914299995172769,2376182.136296689510345,45247,,,517,BALLARTO NR GREENWOOD,POS,,,,,,,,OPERATIONAL,,,,
2499354.10310000134632,2409241.449596706777811,45248,,,3868,BRIDGE NR VERITY,POS,,,,,,,,OPERATIONAL,"ASB WARN,EVP,PUFFIN,TRAM PRI",,,
2512333.483799996786,2395547.492396700195968,45249,,,962,WESTALL/ROSEBANK,INT,,,,,,,,OPERATIONAL,,,,
2504011.354599996469915,2406549.499196708202362,45250,,,3664,TOORONGA NR BETHUNE,POS,,,,,,,,OPERATIONAL,,,,
2495639.172100001946092,2429194.943696718662977,45251,,,2181,HUME/AUSTRAK,INT,,,,,,,,OPERATIONAL,FIRE LNK,,,
2509398.580999997444451,2392130.348296696320176,45252,,,3145,CENTRE DANDENONG/CHIFLEY,INT,,,,,,,,OPERATIONAL,,,,
2517717.738799990620464,2387560.686596693471074,45253,,,595,GREENS/SOUTH PARK DEVELOPMENT ACCESS,INT,,,,,,,,OPERATIONAL,,,,
2623350.980299953371286,2361492.187696684151888,45254,,,6654,PRINCES/VINCENT,INT,,,,,,,,OPERATIONAL,DUST,,,
2500421.026100001763552,2400401.164096699096262,45255,,,3949,MARTIN NR SPINK,FLASH PX,,,,,,,,OPERATIONAL,,,,
2531834.603499988093972,2379901.819996691308916,45256,,,3188,Soldiers Rd/ Viewbright Rd/ Skylark Blvd,INT,,,,,,,,OPERATIONAL,Bike Det,,,
2510355.821199993137,2390385.922596696764231,45257,,,3147,LOWER DANDENONG/WOODLANDS,INT,,,,,,,,OPERATIONAL,,,,
2525146.737299990840256,2404549.432196704670787,45258,,,767,DORSET/CHANDLER,INT,,,,,,,,OPERATIONAL,,,,
2498955.412500001024455,2408018.768996706232429,45259,,,3394,MONASH ON RAMP NR PUNT,POS,,,,,,,,OPERATIONAL,ASB WARN,,,
2509696.369799998123199,2413191.209696707781404,45260,,,316,HIGH NR VILLAGE,POS,,,,,,,,OPERATIONAL,,,,
2511690.577799994498491,2412635.95629671216011,45261,,,2043,DONCASTER/WHITTENS,INT,,,,,,,,OPERATIONAL,,,,
2536738.194699990563095,2566602.609296884387732,45262,,,6069,ARCHER/WILMOT/POPLAR,INT,,,,,,,,OPERATIONAL,DIDO,,,
2516351.467699992004782,2402715.574496698565781,45263,,,365,HIGH ST RD/CAPITAL,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2518220.418399990070611,2393816.558796699158847,45264,,,490,GLADSTONE/HALTON,INT,,,,,,,,OPERATIONAL,,,,
2521207.763099988922477,2391500.599196692928672,45265,,,966,POWER NR MONASH FWY,POS,,,,,,,,OPERATIONAL,,,,
2477443.257800007704645,2423185.355496717616916,45266,,,2595,MELTON HWY/GOURLAY,INT,,,,,,,,OPERATIONAL,,,,
2485268.257300002966076,2416248.625096712261438,45267,,,2050,MCINTYRE/WHITEHILL,INT,,,,,,,,OPERATIONAL,,,,
2504178.645199996884912,2426482.792596714571118,45268,,,2808,CHILDS/PRINCE OF WALES,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2505353.428199998568743,2425875.838096715509892,45269,,,2809,CHILDS/BETULA,INT,,,,,,,,OPERATIONAL,,,,
2501243.719800002872944,2416358.468696709722281,45270,,,3241,VICTORIA/DUNDAS,INT,,,,,,,,OPERATIONAL,,,,
2514104.717299992684275,2398013.734296698123217,45271,,,491,WELLINGTON/COLES MYER HOUSE,INT,,,,,,,,OPERATIONAL,,,,
2540380.393899985589087,2381933.615296686068177,45272,,,394,PHE/DOHERTY,INT,,,,,,,,OPERATIONAL,,,,
2496554.149600001517683,2410195.145596706308424,45273,,,4512,ELIZABETH/A'BECKETT,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2495745.656800002325326,2410315.417096706107259,45274,,,4514,KING/ROSSLYN/CHETWYND,INT,,,,,,,,OPERATIONAL,,,,
2495805.506700003053993,2410196.025196703150868,45275,,,4517,KING/DUDLEY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2494985.28770000115037,2410617.103196704760194,45276,,,4518,DRYBURGH/SPENCER/MILLER,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,
2495143.135300004389137,2410538.950396702624857,45277,,,4519,SPENCER/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,,,,
2495330.141800004057586,2410434.173996704630554,45278,,,4520,SPENCER/HAWKE,INT,,,,,,,,OPERATIONAL,"ASB WARN,PARTFCRT",,,
2495596.1644,2410096.695396705530584,45279,,,4521,SPENCER/DUDLEY,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,
2495405.666000003460795,2410005.250796703621745,45280,,,4522,DUDLEY/ADDERLEY,INT,,,,,,,,OPERATIONAL,,,,
2496727.628300007432699,2410393.326896707527339,45281,,,4523,SWANSTON/FRANKLIN,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2495478.599699997808784,2410610.28059670701623,45282,,,4524,KING/HAWKE,INT,,,,,,,,OPERATIONAL,SRLC,,,
2496003.648500005248934,2408864.828996705822647,45283,,,4525,FLINDERS EXT/WORLD TRADE CENTRE ACCESS,POS,,,,,,,,OPERATIONAL,,,,
2497220.842200004030019,2409044.343996706418693,45284,,,4531,ST KILDA NR CONCERT HALL,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,
2497478.919600003864616,2408086.490496705286205,45285,,,4534,ST KILDA NR COVENTRY,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,
2497476.786799998022616,2407860.740296706557274,45286,,,4535,ST KILDA NR DORCAS,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,
2497528.443099997937679,2407621.465396704152226,45287,,,4536,ST KILDA/PARK/DOMAIN,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,
2499326.889799996279,2406046.654696704819798,45288,,,4537,COMMERCIAL/IZETT,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2497846.771300004795194,2407202.461796703748405,45289,,,4538,ST KILDA/KINGSWAY,INT,,,,,,,,OPERATIONAL,"SRLC,TRAM PRI",,,
2495372.024100002832711,2411929.853296709246933,45290,,,4463,FLEMINGTON/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,
2495614.880900005809963,2411686.368696705438197,45291,,,4464,FLEMINGTON NR CHILDREN'S HOSPITAL,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,
2495701.939300001133233,2411599.178396704606712,45292,,,4465,FLEMINGTON/GATEHOUSE/HARKER,INT,,,,,,,,OPERATIONAL,"Bluetooth,MICROCEL,SRLC,TRAM",,,
2496040.022500001825392,2411260.170096706598997,45293,,,4466,FLEMINGTON/GRATTAN/WRECKYN,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,
2495574.724299998488277,2412513.972196706570685,45294,,,4467,ELLIOT/TRAMWAY CROSSING,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2495812.8745,2411487.915096705779433,45295,,,4468,FLEMINGTON NR PARK,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,
2493140.482900002971292,2412615.995196705684066,45296,,,4469,RACECOURSE NR CROWN,POS,,,,,,,,OPERATIONAL,"GWTT,TRAM PRI,TRAM RSV",,,
2494462.94179999968,2412984.447296706959605,45297,,,4470,MT ALEXANDER/MOOLTAN,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2494057.700099999551,2413309.913396709598601,45298,,,4471,MT ALEXANDER/WELLINGTON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2493788.9026,2412534.481796708889306,45299,,,4472,RACECOURSE/EASTWOOD,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2493632.273000003769994,2411870.555696706287563,45300,,,4480,MACAULAY/EPSOM/KENSINGTON,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,
2493850.45310000795871,2411837.200596705079079,45301,,,4481,MACAULAY NR BELLAIR,POS,,,,,,,,OPERATIONAL,RAIL LNK,,,
2492501.714700001291931,2411050.983996706083417,45302,,,4482,DYNON/KENSINGTON,INT,,,,,,,,OPERATIONAL,"ASB WARN,BUS PRI",,,
2493761.773800003807992,2410877.656096708029509,45303,,,4483,DYNON/LLOYD,INT,,,,,,,,OPERATIONAL,,,,
2494263.02330000186339,2411778.226296707056463,45304,,,4484,MACAULAY/STUBBS,INT,,,,,,,,OPERATIONAL,SRLC,,,
2494418.396300004795194,2411755.911996705457568,45305,,,4485,MACAULAY NR LANGFORD,FLASH PX,,,,,,,,OPERATIONAL,,,,
2494616.310599999968,2411727.628796707838774,45306,,,4490,BOUNDARY/MACAULAY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2495066.406900005880743,2411187.623296708799899,45307,,,4492,ARDEN/DRYBURGH/MACAULAY,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2495235.770700002089143,2411162.527296707034111,45308,,,4493,ARDEN/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2442371.693600021768361,2376233.741496689617634,45309,,,5084,THOMPSON NR VISTULA,POS,,,,,,,,OPERATIONAL,,,,
2442236.194600024726242,2375308.35069668572396,45310,,,5085,THOMPSON/VICTORIA,INT,,,,,,,,OPERATIONAL,,,,
2442505.593100018799305,2367928.97499668598175,45311,,,5086,SURF COAST HWY NR CHERYL,POS,,,,,,,,OPERATIONAL,,,,
2442392.562100023962557,2367105.611796687357128,45312,,,5087,SURF COAST HWY/MARSHALLTOWN,INT,,,,,,,,OPERATIONAL,,,,
2444983.927300021518022,2371866.618096684105694,45313,,,5089,RYRIE/GARDEN,INT,,,,,,,,OPERATIONAL,,,,
2453869.416300017852336,2367645.671896684914827,45314,,,5194,BELLARINE HWY/CHRISTIES RD/CLAREMONT DR,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2453065.687300014309585,2367892.844896683469415,45315,,,5193,BELLARINE HWY/KENSINGTON,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,
2445506.503100025001913,2370851.108596686273813,45316,,,5192,BELLARINE HWY(ORMOND RD)/HUMBLE,INT,,,,,,,,OPERATIONAL,,,,
2442189.012100029736757,2365670.946596688590944,45317,,,5083,SURF COAST HWY/HEYERS,INT,,,,,,,,OPERATIONAL,,,,
2499893.927500001620501,2414504.890396707691252,45318,,,4657,HIGH NR LAWRY,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,
2527450.872999992221594,2385965.656596693210304,45319,,,598,PHE/VICTOR,INT,,,,,,,,OPERATIONAL,,,,
2443392.191600026097149,2370882.877896687947214,45320,,,5057,MOORABOOL/FYANS,INT,,,,,,,,OPERATIONAL,"PARTFCRT,RLC,SAFECAM,SRLC",,,
2443092.785500019788742,2370228.667896683327854,45321,,,5058,HIGH ST/BARWON HEADS/BARRABOOL,INT,,,,,,,,OPERATIONAL,,,,
2442765.302300020121038,2369829.128196686971933,45322,,,5059,HIGH/MT PLEASANT,INT,,,,,,,,OPERATIONAL,,,,
2500844.586400001775473,2409841.207396707497537,45323,,,3878,BURNLEY/NORTHERN ACCESS RD,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2499735.026299997698516,2413509.902096709236503,45324,,,4157,HIGH NR UNION,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,
2506078.089699998032302,2424205.188896715641022,45325,,,4987,PLENTY/BETULA,INT,,,,,,,,OPERATIONAL,,,,
2506097.146699999925,2424334.024596713483334,45326,,,4986,PLENTY/CLEMENTS,INT,,,,,,,,OPERATIONAL,,,,
2490051.430800002068281,2404816.010296703316271,45327,,,4978,FERGUSON NR MELBOURNE,FLASH PX,,,,,,,,OPERATIONAL,,,,
2468099.700800014659762,2400507.782196698710322,45328,,,5255,BALLAN/CAMBRIDGE,INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO",,,
2442271.345500022172928,2366278.634696687571704,45329,,,5088,SURF COAST HWY/PIONEER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2442565.14240002213046,2369587.529796689748764,45330,,,5060,HIGH/REGENT,INT,,,,,,,,OPERATIONAL,,,,
2442373.944400019478053,2369356.866896686144173,45331,,,5061,HIGH NR ROSLYN,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2442373.944400019478053,2369356.866896686144173,45332,,,5062,HIGH/ROSLYN/THOMSON/CORIO,INT,,,,,,,,OPERATIONAL,,,,
2442111.058500021696091,2369040.558296686038375,45333,,,5063,HIGH NR DOROTHY,POS,,,,,,,,OPERATIONAL,,,,
2441102.832200021483004,2367798.519596685655415,45334,,,5066,CORIO-WAURN PONDS / REYNOLDS,INT,,,,,,,,OPERATIONAL,,,,
2485244.631200006697327,2413149.539396703243256,45335,,,4433,HAMPSHIRE NR SERVICE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2511471.360199998132885,2376745.879896688275039,45336,,,753,SEAFORD/RAILWAY/FORTESCUE,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,
2375989.436700050719082,2350436.138196680694818,45337,,,5105,PHW/GRANT/HART,INT,,,,,,,,OPERATIONAL,"DIDO,PARTFCRT",,,
2517977.986499994527549,2372946.40219668764621,45338,,,1260,CRANBOURNE-FRANKSTON/NORTHGATEWAY/QUARRY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2518553.892699995078146,2373280.486796687357128,45339,,,1261,CRANBOURNE-FRANKSTON/CENTRE/POTTS,INT,,,,,,,,OPERATIONAL,,,,
2438281.849100023508072,2524720.337196821346879,45340,,,6291,CONDON/RESERVOIR,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2479848.984900006093085,2404145.94999669957906,45341,,,3474,MAHER NR THOMAS,FLASH PX,,,,,,,,OPERATIONAL,,,,
2461103.960300012957305,2423900.218496713787317,45342,,,2683,HIGH/BARRIES,INT,,,,,,,,OPERATIONAL,,,,
2235940.57260007597506,2805905.003597520291805,45343,,,6446,CALDER HWY NR MILDURA PLAZA,POS,,,,,,,,OPERATIONAL,,,,
2484151.596100012306124,2418359.06579670868814,45344,,,2735,SUNSHINE/CALVERTON,INT,,,,,,,,OPERATIONAL,,,,
2483063.93980000866577,2419711.607896715402603,45345,,,2741,SUNSHINE/COPERNICUS,INT,,,,,,,,OPERATIONAL,,,,
2520637.688999996054918,2397968.099796702153981,45346,,,801,STUD/STUD PARK SHOPPING CENTRE,INT,,,,,,,,OPERATIONAL,,,,
2535511.662399985827506,2568785.766496889293194,45347,,,6078,MIDLAND HWY/FRYERS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2521551.704599989578128,2385118.825296694412827,45348,,,961,STH GIPPS'D HWY/ABBOTTS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2509228.153899993281811,2414278.731496706604958,45349,,,705,MANNINGHAM/AYR,INT,,,,,,,,OPERATIONAL,,,,
2516299.889899991452694,2407181.114196702837944,45350,,,848,CANTERBURY/STEVENS,INT,,,,,,,,OPERATIONAL,,,,
2484999.875300003215671,2414360.95849671214819,45351,,,2634,MCINTYRE/SUFFOLK,INT,,,,,,,,OPERATIONAL,,,,
2519755.331499994266778,2409341.944996707141399,45352,,,2212,MAROONDAH HWY/MARKET/MURRAY,INT,,,,,,,,OPERATIONAL,PUFFIN,,,
2482383.52530001103878,2422121.756296712905169,45353,,,2701,MELTON HWY/SUNSHINE,POS,,,,,,,,OPERATIONAL,"Bluetooth,RBT SIGS",,,
2533387.519399987533689,2365231.923096683807671,45354,,,591,STH GIPPS'D HWY NR LYALL,POS,,,,,,,,OPERATIONAL,"Bluetooth,DUST,PTS_SIGN",,,
2280028.415400086436421,2343589.203196682967246,45355,,,6823,KOROIT NR LIEBIG & KEPLER,POS,,,,,,,,OPERATIONAL,,,,
2522312.468299990519881,2402865.637396704405546,45356,,,159,BURWOOD HWY/LAKEWOOD,INT,,,,,,,,OPERATIONAL,,,,
2483190.490700005088001,2405714.943896699696779,45357,,,3484,MAIDSTONE NR GATE 6,POS,,,,,,,,OPERATIONAL,,,,
2502055.849899997934699,2427601.597296714782715,45358,,,4775,HIGH ST/BUNNINGS ACCESS,INT,,,,,,,,OPERATIONAL,,,,
2497153.718800001777709,2407073.286596708931029,45359,,,4733,ALBERT/LAKESIDE,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP",,,
2498058.809000004082918,2405729.139696704223752,45360,,,4734,QUEENS/LINK,INT,,,,,,,,OPERATIONAL,,,,
2511777.504899998661131,2372375.45809668302536,45361,,,755,MOOROODUC HWY NR RAIL CROSSING,POS,,,,,,,,OPERATIONAL,"PUFFIN,RAIL LNK",,,
2763347.576599896885455,2398281.904096704907715,45362,,,5658,PHE/MYER,INT,,,,,,,,OPERATIONAL,DUST,,,
2497727.408800001721829,2406888.111196707934141,45363,,,2445,QUEENS O'HEAD N ARTHUR GANTRY 02,OH LANE,,,,,,,,OPERATIONAL,,,,
2497801.5008,2406632.524396701715887,45364,,,2446,QUEENS O'HEAD N LEOPOLD GANTRY 03,OH LANE,,,,,,,,OPERATIONAL,,,,
2497864.841500002425164,2406411.895496706478298,45365,,,2447,QUEENS O'HEAD N LOUISE GANTRY 04,OH LANE,,,,,,,,OPERATIONAL,,,,
2497951.081200004089624,2406114.023396706208587,45366,,,2448,QUEENS O'HEAD N ROY GANTRY 05,OH LANE,,,,,,,,OPERATIONAL,,,,
2498011.154299999122,2405907.709596706554294,45367,,,2449,QUEENS O'HEAD N BEATRICE GANTRY 06,OH LANE,,,,,,,,OPERATIONAL,,,,
2498037.844200002029538,2405809.71279670111835,45368,,,2450,QUEENS O'HEAD S BEATRICE GANTRY 07,OH LANE,,,,,,,,OPERATIONAL,,,,
2498088.229400005191565,2405616.048696705140173,45369,,,2467,QUEENS O'HEAD N LORNE GANTRY 08,OH LANE,,,,,,,,OPERATIONAL,,,,
2515694.460399994626641,2409153.529296706430614,45370,,,116,MAROONDAH HWY/FIRE STN,FIRE SIG,,,,,,,,OPERATIONAL,"AMBU LNK,FIRE LNK",,,
2441953.95420002238825,2371835.545396689325571,45371,,,5311,NOBLE NR CLAREMONT,POS,,,,,,,,OPERATIONAL,,,,
2521385.466599992942065,2400361.766396697610617,45372,,,377,FERNTREE GULLY/ENT BUNNINGS (KNOX),INT,,,,,,,,OPERATIONAL,,,,
2527365.808799986261874,2415466.552896711975336,45373,,,157,MAROONDAH HWY/KIMBERLEY/FLETCHER,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2479377.935600006021559,2422893.0088967140764,45374,,,2645,MELTON HWY/OVERTON LEA,INT,,,,,,,,OPERATIONAL,VRLS,,,
2628904.699299950618297,2363509.133496682159603,45375,,,6656,PRINCES HWY/VILLAGE,INT,,,,,,,,OPERATIONAL,"DUST,PTS_SIGN",,,
2495465.725700001697987,2411130.801696705631912,45376,,,4494,ARDEN/CURZON,INT,,,,,,,,OPERATIONAL,,,,
2495634.117299997713417,2411107.805796707049012,45377,,,4495,ARDEN/ERROL,INT,,,,,,,,OPERATIONAL,,,,
2495203.317900004331023,2410933.099296710453928,45378,,,4496,QUEENSBERRY/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2496300.162000001873821,2423668.534896712750196,45379,,,2149,SYDNEY / CAMPBELLFIELD SHOPPING CENTRE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2543610.54259998165071,2381337.395496691577137,45380,,,597,PRINCES HWY/ARMY,INT,,,,,,,,OPERATIONAL,PTS_SIGN,,,
2520493.696499994955957,2403083.941696701571345,45381,,,175,STUD/KNOX TAFE COLLEGE ENT/RIVERPARK,INT,,,,,,,,OPERATIONAL,,,,
2520490.669399991165847,2402062.502496701665223,45382,,,799,STUD/HARCREST BLVD,INT,,,,,,,,OPERATIONAL,,,,
2491174.984600002411753,2409590.212696703150868,45383,,,3435,WHITEHALL/SOMERVILLE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2484940.954800008330494,2413958.641196707263589,45384,,,2644,MCINTYRE/PHOENIX,INT,,,,,,,,OPERATIONAL,,,,
2477058.621800007298589,2416037.631996709853411,45385,,,2658,WESTERN HWY/CHRISTIES/CAROLINE SPRING,INT,,,,,,,,OPERATIONAL,"FIRE LNK,PTS_SIGN",,,
2500430.9815,2405859.099496704526246,45386,,,2984,MALVERN NR WESTBOURNE,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,
2484933.218200003262609,2403518.223596699535847,45387,,,3505,QUEEN NR SARGOOD,FLASH PX,,,,,,,,OPERATIONAL,,,,
2482910.501200004480779,2416489.873596707358956,45388,,,2750,ST ALBANS NR DEBENHAM,POS,,,,,,,,OPERATIONAL,,,,
2507582.627599996048957,2388400.50829669367522,45389,,,2342,NEPEAN HWY/MCDONALD,POS,,,,,,,,OPERATIONAL,RBT SIGS,,,
2510148.364200001582503,2383400.54419669136405,45390,,,510,STATION/THAMES PROMENADE,INT,,,,,,,,OPERATIONAL,,,,
2497248.427900002337992,2418086.577396707609296,45391,,,3082,PENTRIDGE NR ACCESS ROAD,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2514586.658499996177852,2395498.804796697571874,45392,,,290,PHE/SMITH,INT,,,,,,,,OPERATIONAL,,,,
2497739.299000003840774,2417640.568596709519625,45393,,,3042,BELL/ALVA,INT,,,,,,,,OPERATIONAL,,,,
2500229.369099997915328,2412910.468896708451211,45394,,,3299,HEIDELBERG NR THE ESPLANADE,POS,,,,,,,,OPERATIONAL,,,,
2494638.979800002183765,2412775.020296708680689,45395,,,4478,WESTERN LINK NB ENTRY/MT ALEXANDER,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN,TRAM PRI",,,
2494304.62,2410701.462396706454456,45396,,,4486,WESTERN LINK/DYNON ON RAMP NORTH BD,INT,,,,,,,,OPERATIONAL,RAMP SGN,,,
2525522.298899990040809,2409691.518996706232429,45397,,,156,MERRINDALE NR CENTRE,FLASH PX,,,,,,,,OPERATIONAL,,,,
2517152.623099989723414,2407807.27359670586884,45398,,,596,MITCHAM/PREMIER/REDLAND,INT,,,,,,,,OPERATIONAL,,,,
2441006.779900024179369,2364954.414696685038507,45399,,,5334,BAANIP BOULEVARD / SOVEREIGN DR,INT,,,,,,,,OPERATIONAL,,,,
2492938.063600005581975,2412210.394696704111993,45400,,,2502,SMITHFIELD/GATEHOUSE/STABLES,INT,,,,,,,,OPERATIONAL,,,,
2490356.924900008365512,2348956.386796679347754,45401,,,554,BONEO/MCCOMBE,INT,,,,,,,,OPERATIONAL,,,,
2495672.406000005081296,2408757.450496706180274,45402,,,1076,GEORGIANA/WURUNDJERI,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2557536.840999976266176,2416001.314496709033847,45403,,,306,WARBURTON HWY NR HEARSE,POS,,,,,,,,OPERATIONAL,,,,
2444183.573800020851195,2372411.8990966854617,45404,,,5078,MALOP/YARRA,INT,,,,,,,,OPERATIONAL,,,,
2443251.492900022305548,2369379.423096683807671,45405,,,5079,CORIO-WAURN POND(SETTLEMENT/BARWON HEADS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2441424.17760002007708,2374406.206996684893966,45406,,,5080,CHURCH/MINERVA,INT,,,,,,,,OPERATIONAL,,,,
2444144.260100021958351,2372300.184796686284244,45407,,,5081,YARRA/LT MALOP,INT,,,,,,,,OPERATIONAL,,,,
